22.15660606060605, -2.328
23.145939393939386, -3.623999999999999
24.119757575757568, -3.8959999999999995
26.301090909090902, -3.8640000000000003
27.14787878787878, -3.7519999999999993
28.165575757575745, -2.9199999999999995
29.08121212121211, -3.352
30.100606060606054, -2.6319999999999997
32.04193939393939, -2.7600000000000002
34.164363636363625, -2.8399999999999994
36.09648484848484, -2.36
37.07078787878787, -2.6639999999999997
38.0940606060606, -2.2
40.044121212121205, -2.904
41.05963636363636, -1.928
42.02739393939393, -1.7999999999999998
43.066909090909085, -2.408
44.087030303030296, -1.7359999999999998
45.056727272727265, -1.7359999999999998
46.07999999999999, -1.2719999999999998
48.13915151515151, -1.176
48.9890909090909, -1.2719999999999998
